wallet,sent,received,net
00000000000000000000000027BFF222201E6C09B19A4F07DD9250FCC93DB586,-100623334479000000000000,100623334479000000000000,0
00000000000000000000000032C9D68BC8C2FDFDA26DE4E88B3E92091B642859,-3056705028420000000000,3056705028420000000000,0
0000000000000000000000009740A60E44D0CDB2FD75BA40F27357E2D24E6A0D,-17136700000000000000000,17136700000000000000000,0
000000000000000000000000728A6B28FA36C712EB1AC6F13AE76E6DA2044803,-4995000000000000000000,4995000000000000000000,0
00000000000000000000000091AAE931B13AD7D75A858FFDB498BBA1CCAAD293,-9990000000000000000000,9990000000000000000000,0
00000000000000000000000013654CA4B995ACCF3C960EF265273BA03B52B48F,0,463675879655873933928,463675879655873933928
0000000000000000000000007D8E11BFE14A11717275B8F027EDD45FF9A5A1A3,-19980000000000000000000,19980000000000000000000,0
00000000000000000000000040DCA155A84266AC2C3A255AEAAF0932647755BB,-10233785633930538965857,10233785633930538965857,0
00000000000000000000000035D7E3C3334B0A22CAF2461E3350DE3826BD5158,0,12930988822151700845148,12930988822151700845148
000000000000000000000000ED7528FD6AE24895C05FB806C209B6C0E62A09A6,-64000000000000000000,0,-64000000000000000000
000000000000000000000000B288BEF50399C026F51D5FFD5B6950B9B9118BBD,-13169544042080043863826,13169544042080043863826,0
000000000000000000000000A7F960AAB6AA87F089E9BCC979721B8CEFCF774B,-344792322000000000000,344792322120000000000,120000000000
0000000000000000000000002564EDC06B2B76464078BF7E165FA5DB407429C2,0,247416343570000000000,247416343570000000000
00000000000000000000000097EDF47D59906619E20CFAA493CE52E2EF4D5F40,-788510700000000000000000,788510700000000000000000,0
000000000000000000000000063CA72C67AFD68A13721EA41093BDD69BA4F1EC,-529016479000000000000,529016479000000000000,0
0000000000000000000000005562DC625C5CBCADFB5A20081FC23326524536BF,-2500000000000000000000,2500000000000000000000,0
0000000000000000000000003C4F7C102C4EFDE117824416AA502630D682EE2D,-1000000000000000000000,1000000000000000000000,0
000000000000000000000000B4BD860F00DF73559FA73DF86DDB644F1A1C4FF3,-88100883026674681018,88100883026674681018,0
000000000000000000000000CCB4B921F033BB87D2C3FF597CB261E2A1A46FF4,-288698516000000000000,288698516768859909393,768859909393
000000000000000000000000CE5BB949AC4006739A12039F0AF2474E7A2B2429,-315492091337470823431414,315492091337470823431414,0
00000000000000000000000055D3A115BE9EAF352A48227B75239DC2A11C5D8D,-100000000000000000000,100000000000000000000,0
00000000000000000000000044DA97C8D20411068AB9EA8CFA80FEB196C0FB80,-1266918986110000000000,1266918986110000000000,0
0000000000000000000000000880BA3395453861E2E90A4638CD61F7ED9AEFBC,-1553637961710000000000000,1553637961710000000000000,0
000000000000000000000000598E670B8D53A043E28986962582479DE666B10D,-249490000000000000000000,249490000000000000000000,0
000000000000000000000000A56A37F2C4AAA63986804CDA8E40A2B18336D846,-818558071000000000000,818558071000000000000,0
000000000000000000000000AE0C350A8054E120571659DE9DB5AD5BA6812EC8,-35454510000000000000000,35454510000000000000000,0
0000000000000000000000006D714280BE83A5F764D13383DBAA4EAB18BA4721,-2229450496000000000000,2229450496970000000000,970000000000
0000000000000000000000004E255D0FE05539BBF55FF249CF871DB54F325FB0,0,1000000000000000000,1000000000000000000
000000000000000000000000C749008F91A577283EE7F2B3479C65857D22760E,-5148969332000000000000,5148969332620415691446,620415691446
000000000000000000000000FA60F5B401A65525177FD4A3E83167E40F51FA61,0,109607060000000000,109607060000000000
000000000000000000000000904AD37D0299051E5367819151DB23D14106D49B,-33858575000000000000,33858575087337976811,87337976811
00000000000000000000000037BD5D4AE3C68DD33981CBFA91A88C9673641B42,-748585866973242919683,0,-748585866973242919683
0000000000000000000000007EDED02D8B141F44B37AF8F8BBFB62E151F1ABE1,-2200000000000000000000,2200000000000000000000,0
000000000000000000000000BB2C596286183C5539ECA0519465E4FBD72AEA32,0,595060012490000000000,595060012490000000000
000000000000000000000000DCA2A05D883EE6762A0F1735F501C84DBBF810E0,-2937060000000000000000,2937060000000000000000,0
00000000000000000000000034856BE886A2DBA5F7C38C4DF7FD86869AB08040,-3762321194559457782497852,1539522067576522803190465,-2222799126982934979307387
0000000000000000000000009C2C12C3B7BD10A68ECE3DECFD505328BD8FA091,-242927014741000000000000,242927014741000000000000,0
0000000000000000000000006E907119FDE06ABB41B74F4E10DD845729EC042D,-30024177054802158014620,30024177054802158014620,0
00000000000000000000000048F773B3094D10862C9C4DAD5EF37AE89244CE87,-999000000000000000000,999000000000000000000,0
000000000000000000000000C8C669BB546E54ADBF8FFC52362FFA53CFCF2CE8,0,649705480860000000000,649705480860000000000
0000000000000000000000005B84B2033E8E3FAB9458C3141CED6F0DEF4EB19A,0,142323429990000000000,142323429990000000000
0000000000000000000000001EC605C261A4A2A0FC7751CD9BAC2088F0EDE85D,0,357157504200000000000,357157504200000000000
0000000000000000000000002F3A5DB5EBA426B5A5B683DA72A2DBD054C8C03D,-10675819162996251024998,10675819162996251024998,0
000000000000000000000000F9E77BD7602E8F80266BB37BFE5BC6E87B788E9D,-3001995000000000000000,3001995000000000000000,0
0000000000000000000000003E5BD2F44CDEFB213DF7275A6D6667D8488C4B1F,-100000000000000000000,100000000000000000000,0
0000000000000000000000007C10D6583726E8BC01ABE72F7E5687A0AA6BB722,0,260895235570000000000,260895235570000000000
0000000000000000000000002D78CD9F0F879DEAE89F54A28BC1714FF4AA9576,-1034964000000000000000,1034964000000000000000,0
000000000000000000000000BE67247A800363430B3F25A1FA734CA9E51D2B85,0,105529037492952875573,105529037492952875573
000000000000000000000000F0339F44954F31814C914F8A66E19FF5146D6898,0,3380247672030000000000,3380247672030000000000
000000000000000000000000FF55EEE9E1DC11CC66F90985B1FB2A67989C9056,-476900000000000000000,484900000000000000000,8000000000000000000
000000000000000000000000467B79AAFD7977F6D1E772E0B121047AC655C389,-91275654414984968357654,91275654414984968357654,0
000000000000000000000000DCB3BDD09233AEE0F2C8F689350384E66BF34C40,-1948304941000000000000,1948304941000000000000,0
00000000000000000000000003718D05124F9A836EC1B49B6D0931A9A0EE43B4,-18267080000000000000000,18267080000000000000000,0
000000000000000000000000E81F452F779E04C3CD10108A3EEE5A31A653013B,0,2515837266190000000000,2515837266190000000000
000000000000000000000000BCA2E7679F1B99740F884E2CC712B8739081DB5E,0,101000000000000000000,101000000000000000000
000000000000000000000000862843164D8612AF82BF252FF30973B3F6A06398,-10057399961000000000000,10057399961000000000000,0
000000000000000000000000591FAF1BFEE3C738581AFD6F2FB69A5605AB9929,-15984000000000000000000,15984000000000000000000,0
0000000000000000000000007C3BE27962EB10E338FDAF57EDACAEB679906B72,-164637589935000000000000,164637589935000000000000,0
0000000000000000000000004F7A573E1152BDA5A5866D1A34CDF18354476F1C,-327000000000000000000,327000000000000000000,0
000000000000000000000000E0BCE02C802233389C3C5309D279241C0638D90B,-66625878177000000000000,66625878177260035363109,260035363109
00000000000000000000000092F3D500B164CEAF7C8782126F7E5E6A10ED6B02,-102938170626482729655757,102938170626482729655757,0
0000000000000000000000003A81315036E69FEBEC9744BDF52DBFBAFABB1DA0,0,119412754000000000000,119412754000000000000
000000000000000000000000850B31665800DDE2A740820719F5E36726B43620,0,19000000000000000000,19000000000000000000
000000000000000000000000D9910437687E0BDF6B2D1249BEC26C1FED974A8C,-1471552572619058607948441,1471552572619058607948441,0
0000000000000000000000003AEF4BCFF886D1CF9A983E5F8E85D47A059406C6,-67829241990276729305336,0,-67829241990276729305336
0000000000000000000000007C704DB86C3EAD4C6A2977BAFC393A25C2F9CCB5,-7165859995970010222286,7165859995970010222286,0
000000000000000000000000683778C9DB0DD0219038502AEC67BB2F41139410,-984687056000000000000,984687056820000000000,820000000000
000000000000000000000000F104E4E7EB113E186802FBB5B510EA998DD044C8,-98901000000000000000000,98901000000000000000000,0
00000000000000000000000029E6CF7E569359E832770FE6AF016FEDD99BC69A,0,89020007560000000000,89020007560000000000
0000000000000000000000002620B733906E5912EA08C369AE42357DA0213842,-1278522181668884125164611,1277444924033426730975726,-1077257635457394188885
00000000000000000000000018CB4370694C8A1B78CDF2F97DC98EB391292265,-12787200000000000000000,12787200000000000000000,0
00000000000000000000000005DF68707F14F5CA6A1E5D806E295138B34E3ACB,-2237340000000000000000,2237340000000000000000,0
00000000000000000000000024233201BCDC823FA07C1662B4102D8FFF2562EB,-995535253990000000000,995535253990000000000,0
000000000000000000000000C70CFD27C619187CCDD5ECA114FF071B0C817EEF,-499000000000000000000,499000000000000000000,0
0000000000000000000000006CE35E1DFDF74F523BDD5EFE9744D4F6BD8B7222,0,9000000000000000000,9000000000000000000
000000000000000000000000138EF3DC3EF6709558FE4CC94AB1A3B45ED90477,-115184700000000000000000,115184700000000000000000,0
0000000000000000000000001A6D4517C7A00089EE0EA54A6FFFD59D4180EF80,0,245423512790199995110,245423512790199995110
0000000000000000000000001DD0A7063348FEB835D7149B8DB685494C78B855,0,101084185305897129357,101084185305897129357
000000000000000000000000DE5253E5847C3BCA5BAE9117893C3EC0939D1261,0,849242901600208420864,849242901600208420864
000000000000000000000000D1A4A377CCAA24DCE6EDAB21ED285EC9714038B3,0,6836220381200000000000,6836220381200000000000
000000000000000000000000A3F84FFEE024A997E3860A3DFD0ECC629619EDBF,-42603669800000000000,0,-42603669800000000000
0000000000000000000000007C4E8493027CAB8A94B4A2F7A5271CD05BABBDDA,-4444890000000000000000,2838890000000000000000,-1606000000000000000000
000000000000000000000000D543471353E457FCA5204CBA9CADA57CF5C212A0,-873500065000000000000,873500065164891526389,164891526389
000000000000000000000000FE337979DA002E6B1F399333A7EF7273D850725F,-59970014000000000000,0,-59970014000000000000
000000000000000000000000A36387661C6C076E0EF4D47A4EAEBEDD0EAA7761,-3274315494000000000000,3274315494343970000000,343970000000
00000000000000000000000023CF91B89013BD0DDDE2E7FCB944C2A8ED66EC62,0,2006306156420000000000,2006306156420000000000
000000000000000000000000BD59636002D2EA4549D712B641F576867D4B7A49,0,37367172913600538106,37367172913600538106
000000000000000000000000D8B15DD093CCE13BCACE8B02AEAACF2BE5735DDB,-1356346003860000000000,1356346003860000000000,0
000000000000000000000000AB53AACBA6B29EE284A78022239521206BBBC578,-3832202676883120928835,3832202676883120928835,0
00000000000000000000000073EBC16C53A16F092381778DDB45E94DC543F6C8,-106031808033000000000000,106031808033000000000000,0
00000000000000000000000091D214D0D14ACD679C6EC6264F395972FA8FEC29,-2935067954018641725852,2935067954018641725852,0
0000000000000000000000001972DB2645D8E8492AF93BC4328025D0F11A4EF5,0,9000000000000000000,9000000000000000000
000000000000000000000000EA7C4514E9627AB121C623F0D0A8746E8AB4F853,0,44403046000000000000,44403046000000000000
0000000000000000000000001C9A90DF1ED3B7A6DCFC8E29E616590A1E11D30D,-4991410322784886093118,4991410322784886093118,0
000000000000000000000000466C3B3969FDF353EDA8ED0965D9AEF12331839B,-89000000000000000000,379000000000000000000,290000000000000000000
0000000000000000000000007CDB002D5BB0F86FBF7AC098BCC4552D8DD4D24E,-288535328058170000000000,288535328058000000000000,-170000000000
000000000000000000000000D1107A8F98A4C70F0808FB2989CD266E7A106F42,-99820000000000000000000,99820000000000000000000,0
000000000000000000000000A81DFAC26CDC53B730409D7B47E185168A11C2A4,-5228324735849508704796,5228324735849508704796,0
000000000000000000000000128EBCBC241CF4FAF18CA928C3EC708F44BF689F,0,310036589390383602301,310036589390383602301
00000000000000000000000079A94A4C7E169A006FC4E1C4E389F0AA9B2BE527,0,9000000000000000000,9000000000000000000
0000000000000000000000002D1438A16EFE56A31F7A9BF2AF03D66713E0F45B,0,5645873391785894828129,5645873391785894828129
000000000000000000000000E17893F8162A6AB9782835E3CAD8D7962C74E284,-289694639110000000000000,289694639110000000000000,0
000000000000000000000000D191FDE6E7CC7A672F8C979F290CE166394EC236,-328762190000000000000000,328762190000000000000000,0
000000000000000000000000439671AB40BD89729A77B6AE0E63BAB3A8EFEBF2,-50000000000000000000,50000000000000000000,0
0000000000000000000000004ACDCD4C9D75F9D50DF91F76B7E7E890F0111EBC,0,229173828350000000000,229173828350000000000
00000000000000000000000079DD11EE6B3970DD46A333FF03C9FA775680AE7D,-114145402275783363409,114145402275783363409,0
00000000000000000000000008BB542210782123706F7A87C268EFA7AD7CCB08,-571342928870000000000,571342928870000000000,0
000000000000000000000000728E5FFD3EBDD32F029A6DF4F50D0978B5BA4F9E,-1859679827000000000000,1859679827000000000000,0
0000000000000000000000001A1D2A6BC219AA7912FAD7E4D2FD51E00A05161F,-33549127534100196370,33549127534100196370,0
000000000000000000000000B46FA56A2968C230161C4F42B90380A7286A01B5,0,200000000000000000000,200000000000000000000
000000000000000000000000B5137CAA6E9092471AE95C009D98C5BC99D59D79,-895092763000000000000,895092763729950175764,729950175764
0000000000000000000000008FEF42AE3B869ADDD4D10939FB6190ED4BB78348,-64229706000000000000000,64229706000000000000000,0
000000000000000000000000CC453F1697A88EC609841A5ADDDB3EDF7D5F7231,-924809250000000000000,924809250000000000000,0
000000000000000000000000D3406639E057A297AE39BD65C646A26FAE90B72D,0,30841226181000000000000,30841226181000000000000
000000000000000000000000D2B8C79977A952DC5F96C8293D82EC320FDC7DC1,-31160000000000000000,0,-31160000000000000000
000000000000000000000000A6CF44EC56BAD8288EE4559098C48B8D78C05468,-2453561404000000000000,2453561404000000000000,0
000000000000000000000000E3FE9E5D6F76576B2FFBF3CC50010F24DEE15EAB,0,4000000000000000000,4000000000000000000
0000000000000000000000003D764D900FD242B24C9C155A3315395015DFCB14,-107354059570000000000000,107354059570000000000000,0
000000000000000000000000F4F80A0D2434FE62BAE26627FE4C228C0723F0B2,-26684610709000000000000,26684610709000000000000,0
00000000000000000000000099DA67F6FFEBE797C68CB96FBD4295E4801B6E35,-23918765988740000000000,23918765988740000000000,0
000000000000000000000000604C6F92781B8EE5777FF9D7AFEFC26085EB5F59,-1815088000000000000000,0,-1815088000000000000000
0000000000000000000000008B410CA47D6D7C92D41CEB2FC899E5BEF13A62B9,-5028000000000000000000,5028000000000000000000,0
000000000000000000000000E747C2D98E21DE4F170FB65E84E8FA2F840C6E1C,-599530480165782617839915,599629480164877456162739,98999999094838322824
0000000000000000000000009F005B1545171C170CAA0133520538AB06D8ACFC,-503461020000000000000,503461020000000000000,0
000000000000000000000000C6289638806233F0A6D9D60437B51FF8A8C0DF94,0,608036072023728518560,608036072023728518560
0000000000000000000000001327454D69B37B0E6343370443BF8740A9BCA724,-45054900000000000000000,45054900000000000000000,0
000000000000000000000000246891759714580D47AD3C32EBA0F81A2BC436E1,-134426406429000000000000,134426406429000000000000,0
000000000000000000000000D339A1FE3DF6C601D92EDECE0F6B4260CAD0C571,-666540283000000000000,666540283259586294762,259586294762
000000000000000000000000CE9D43618E8500FF89E1539F4032AC51692E9F0F,-516555122000000000000,516555122170000000000,170000000000
0000000000000000000000009EBEDF82032337467DC956E21AD5955EF00585D2,-231586330595510564802182,231586330595510564802182,0
000000000000000000000000E8926E0D430AF360CC5A6A804830F49E75DFD49F,-4639618857502464975409,4639618857502464975409,0
000000000000000000000000A2972740C64377F21E68A87BF83235B540DA15A0,-2112385000000000000000,2112385000000000000000,0
0000000000000000000000003AA981D9CEAB3526B37F8F90335CD4F33068B36F,0,747887430040000000000,747887430040000000000
000000000000000000000000D6CB436B1634D9C4DEE2D6967B8A6ADABC2F89AC,-17482500000000000000000,17482500000000000000000,0
000000000000000000000000C13328CB365D27A6C68A534167E9A992664F7683,-47000000000000000000000,47000000000000000000000,0
000000000000000000000000A93E49AE9DB6E32BBD35D5BD656CF15E4DD0103A,-17154200000000000000000,17154200000000000000000,0
0000000000000000000000000B02B08DCFD79A31CFD6E608BC5B048A34B74CF8,-367527022842670812214,348936762553203493553,-18590260289467318661
0000000000000000000000002C27A2B20AE3961C702B4E8596E353C6AB45AACD,-16252780229749022321411,16252860228980557565781,79999231535244370
0000000000000000000000001D6C821B36453D3D1934B1F8551328BC89645C61,-2120141776000000000000,2120141776165162612331,165162612331
0000000000000000000000000C5B23AA81E6E16A98D6B2D015397B2860C8F480,-585014400000000000000000,585014400000000000000000,0
0000000000000000000000008900C0FF839BF8B39C7C7C457817A1FD6A1AE817,0,5000000000000000000000,5000000000000000000000
000000000000000000000000B5EF15D13F82C9DA05C5A605100D709BFED30FB7,-2873769018030000000000,2873769018030000000000,0
0000000000000000000000005D0AC389C669D6EFE3BA96B9878D8156F180C539,-37612548414205815720636,37444159096906618477545,-168389317299197243091
000000000000000000000000470CA532E03B5C6EB9CE32E0A9966671AF5BED69,-65025614710000000000000,65025614709900295538751,-99704461249
00000000000000000000000059DCD59551848DDA2448C71485E6E25238252682,-4597228637616936817057375,4597228637616936817057375,0
000000000000000000000000EE622122BC71EE46285C3BBD36E0F134A7271C85,0,9000000000000000000,9000000000000000000
00000000000000000000000039CCCFAA6D2A9D17BBB30B42FC313BBAC1C50251,-2104860373000000000000,2104860373000000000000,0
00000000000000000000000082FA4EBC2225F996087CB5D1E67D493C4F0BF93C,-670415130000000000000,670415130000000000000,0
00000000000000000000000063AB166ADA74DD739A82511763C3B2A00A888847,-700000000000000000000,0,-700000000000000000000
000000000000000000000000F60EB66E817BBE31D92CC032846CAE69C2AFA5E7,0,1000000000000000000000,1000000000000000000000
0000000000000000000000004E78085BC351350C365DDBE85C9FF5198B8AE619,-184911060000000000000,184911060000000000000,0
000000000000000000000000067FA4BBE15C350055F43FF4D7E5085CE1374F2A,-29970000000000000000000,29970000000000000000000,0
0000000000000000000000004363D11041A3EA53C66B9E51DEFC22015B0F1A5E,-83015015795453142036074,83015015795453142036074,0
000000000000000000000000ECD5893B7459972920C7F3AEE2313F30B95313E3,0,54491390720000000000,54491390720000000000
00000000000000000000000058970E4C06FC8100167ABF923EC892B899EFB2ED,-1239883688930000000000,1239883688930000000000,0
000000000000000000000000FFF33E82CBDC42ABD0B5E16455B21EFAA6896238,-14302692517161074557426,0,-14302692517161074557426
000000000000000000000000E1A1F9418C204B952C2F5CF3555FC852C3753498,-5737056570286114938686,5737056570286114938686,0
00000000000000000000000016B452A74A54AB3BF845E5A981CB2619F24096A8,-1095881287000000000000,1095881287000000000000,0
000000000000000000000000FD41FC38850AD23142260F1CF972F3ECD374CBA9,-4583556558000000000000,4583556558000000000000,0
000000000000000000000000693204673971A0456876ADCF3E31BD6C93719A91,0,159362628343240000000000,159362628343240000000000
0000000000000000000000008B923E94BD17B76B6CDB6887D7AF71D20BC34C76,-207962829000000000000000,207962829000000000000000,0
0000000000000000000000003B35557478FEF31EFEB16FFABFDFA38283C3BA3D,-999000000000000000000,999000000000000000000,0
0000000000000000000000008D4B9B5D20673A814438A864830DB72881960CB1,0,503450147520000000000,503450147520000000000
000000000000000000000000BA5FAB37D61DC562E7A15C580B7872852DABA2F7,-399990000000000000000000,399990000000000000000000,0
000000000000000000000000B617EA8A8AC0B041152E2449151363E98005BD4A,-14787958898000000000000,14787958898000000000000,0
0000000000000000000000006557E68A4531E3D769FF755D71028235C5A45C65,-84140000000000000000,84140000000000000000,0
000000000000000000000000CB7F706BDB4F6ECE728FA0BA8C4576F409EEB4EC,-5314570329000000000000,5314570329956730000000,956730000000
00000000000000000000000063170E7D67398F229775A057CEBAA4E37DA65BE1,0,36100698910000000000,36100698910000000000
0000000000000000000000009DA3F811143ED2208085F460754B32788913A788,-5266434964272621154927,5266434964272621154927,0
00000000000000000000000039B90F9463A5C5DB8608D17C832E6E477BBEDC25,0,450917674519951646313,450917674519951646313
0000000000000000000000009414796A01A155A113A3A73BBD07958C40EAA13E,-6130024091000000000000,6130024091000000000000,0
0000000000000000000000004BEA48EE5C3B650645CB94A85A6578BCA244DC36,-942912988253934995176,942912988253934995176,0
0000000000000000000000001E81A61F0C3DBAB6ADDE52BBD5C221D46254C5B5,-47820133000000000000000,47820133000000000000000,0
00000000000000000000000059A7EF2360F93C437E31ED80F361DEFFFDE41AEB,0,339153778610000000000,339153778610000000000
00000000000000000000000002C1C3959D38673F379A473DCBD09BCCAD289BD8,0,45629575110000000000,45629575110000000000
0000000000000000000000007CD65D236A5A9D6B9E4915393FAE600B1C0DB6E4,-2011060835000000000000,2011060834590000000000,-410000000000
000000000000000000000000E08444054AE40C0AC40A42CF3ED3B0BC76B04655,-20407679845000000000000,20407679845000000000000,0
000000000000000000000000F949ED888D6C342AA409F97FED3C023719266F73,-2878670000000000000000,2878670000000000000000,0
00000000000000000000000093F8A58365E288EBF010F2715EA50800158765BE,-194000000000000000000,194000000000000000000,0
000000000000000000000000CED052B2C2566883CD74CC04494DA20968F292E4,-7450000000000000000000,7450000000000000000000,0
000000000000000000000000E66DD3171ECBFDAF186462B5B0644EEC1A9E6A89,-67078246017163691962470,67078246017163691962470,0
000000000000000000000000C32339F44ACC2CF8636B1229386A6BFC88CA7336,-11775840367850000000000,11775840367850000000000,0
000000000000000000000000D38E28B6FEEAA2A6CB3F2FA61CE8A051B4B30D9B,-1358640000370000000000,1358640000000000000000,-370000000000
